Country,Country_ISO3,Region,Theme,Plan name,SP_Label,Strategic priority code,Agencies
Pakistan,PAK,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,PAK_work_1,1.0,Food and Agriculture Organization of the United Nations; International Labour Organisation; United Nations Children's Fund
Sri Lanka,LKA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,LKA_work_1,1.0,United Nations Children's Fund
Viet Nam,VNM,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,VNM_work_1,1.0,UN Women
Cambodia,KHM,Asia Pacific,work,United Nations Development Assistance Framework,KHM_work_1,1.0,International Labour Organisation; United Nations Development Programme
Philippines,PHL,Asia Pacific,work,United Nations Development Assistance Framework,PHL_work_1,1.0,International Labour Organisation
Thailand,THA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,THA_work_2,2.0,United Nations Human Settlement Programme
Cambodia,KHM,Asia Pacific,work,United Nations Development Assistance Framework,KHM_work_1,1.0,United Nations World Food Programme
Cambodia,KHM,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,KHM_work_2,2.0,United Nations Development Programme
Malaysia,MYS,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MYS_work_1,1.0,United Nations Population Fund
Cambodia,KHM,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,KHM_work_2,2.0,United Nations Development Programme; United Nations Population Fund
Philippines,PHL,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,PHL_work_1,1.0,United Nations Office on Drugs and Crime
Malaysia,MYS,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MYS_work_3,3.0,International Labour Organisation
Sri Lanka,LKA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,LKA_work_1,1.0,United Nations Volunteers
Cambodia,KHM,Asia Pacific,work,United Nations Development Assistance Framework,KHM_work_3,3.0,United Nations Development Programme
Thailand,THA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,THA_work_1,1.0,World Health Organization
Sri Lanka,LKA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,LKA_work_2,2.0,United Nations Volunteers
Thailand,THA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,THA_work_3,3.0,International Labour Organisation
Cambodia,KHM,Asia Pacific,work,United Nations Development Assistance Framework,KHM_work_1,1.0,United Nations World Food Programme
Thailand,THA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,THA_work_2,2.0,United Nations Human Settlement Programme
Philippines,PHL,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,PHL_work_1,1.0,International Labour Organisation
Philippines,PHL,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,PHL_work_1,1.0,UN Women
Cambodia,KHM,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,KHM_work_3,3.0,United Nations Development Programme
Viet Nam,VNM,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,VNM_work_1,1.0,United Nations Development Programme
Philippines,PHL,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,PHL_work_1,1.0,International Organization for Migration; United Nations Development Programme; United Nations High Commissioner for Refugees
Malaysia,MYS,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MYS_work_1,1.0,International Labour Organisation
Malaysia,MYS,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MYS_work_3,3.0,International Labour Organisation
Sri Lanka,LKA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,LKA_work_1,1.0,International Labour Organisation
Malaysia,MYS,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MYS_work_1,1.0,World Health Organization
Malaysia,MYS,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MYS_work_1,1.0,World Health Organization
Malaysia,MYS,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MYS_work_3,3.0,International Labour Organisation
Philippines,PHL,Asia Pacific,work,United Nations Development Assistance Framework,PHL_work_1,1.0,United Nations Joint Programme on HIV and AIDS Secretariat
Cambodia,KHM,Asia Pacific,work,United Nations Development Assistance Framework,KHM_work_1,1.0,United Nations Development Programme
Cambodia,KHM,Asia Pacific,work,United Nations Development Assistance Framework,KHM_work_4,4.0,International Labour Organisation
Thailand,THA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,THA_work_1,1.0,United Nations Office for Disaster Risk Reduction
Malaysia,MYS,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MYS_work_2,2.0,United Nations Development Programme
Afghanistan,AFG,Asia Pacific,work,United Nations Development Assistance Framework,AFG_work_1,1.0,World Health Organization
"Iran, Islamic Republic of",IRN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,IRN_work_1,1.0,United Nations Children's Fund
Cambodia,KHM,Asia Pacific,work,United Nations Development Assistance Framework,KHM_work_1,1.0,International Organization for Migration; United Nations Children's Fund; United Nations Population Fund; World Health Organization
Sri Lanka,LKA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,LKA_work_3,3.0,International Labour Organisation; World Health Organization
Thailand,THA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,THA_work_2,2.0,United Nations Children's Fund
Thailand,THA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,THA_work_1,1.0,International Trade Centre
Thailand,THA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,THA_work_3,3.0,International Organization for Migration
Malaysia,MYS,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MYS_work_1,1.0,World Health Organization
Cambodia,KHM,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,KHM_work_3,3.0,UN Women
Cambodia,KHM,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,KHM_work_3,3.0,Food and Agriculture Organization of the United Nations
Afghanistan,AFG,Asia Pacific,work,United Nations Development Assistance Framework,AFG_work_3,3.0,United Nations Assistance Mission in Afghanistan
Afghanistan,AFG,Asia Pacific,work,United Nations Development Assistance Framework,AFG_work_3,3.0,International Labour Organisation
Timor-Leste,TLS,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,TLS_work_5,5.0,UN Women
Cambodia,KHM,Asia Pacific,work,United Nations Development Assistance Framework,KHM_work_1,1.0,World Health Organization
Cambodia,KHM,Asia Pacific,work,United Nations Development Assistance Framework,KHM_work_4,4.0,United Nations Children's Fund
Cambodia,KHM,Asia Pacific,work,United Nations Development Assistance Framework,KHM_work_2,2.0,United Nations Development Programme
Malaysia,MYS,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MYS_work_1,1.0,United Nations Population Fund
"Iran, Islamic Republic of",IRN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,IRN_work_5,5.0,United Nations Office on Drugs and Crime
Thailand,THA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,THA_work_1,1.0,United Nations Environment Programme
Cambodia,KHM,Asia Pacific,work,United Nations Development Assistance Framework,KHM_work_1,1.0,International Organization for Migration; United Nations Children's Fund
Afghanistan,AFG,Asia Pacific,work,United Nations Development Assistance Framework,AFG_work_1,1.0,International Labour Organisation
Malaysia,MYS,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MYS_work_3,3.0,International Labour Organisation
Thailand,THA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,THA_work_1,1.0,United Nations Population Fund
Thailand,THA,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,THA_work_3,3.0,International Organization for Migration
Cambodia,KHM,Asia Pacific,work,United Nations Development Assistance Framework,KHM_work_3,3.0,United Nations Development Programme
Maldives,MDV,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MDV_work_1,1.0,United Nations Children's Fund
Maldives,MDV,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MDV_work_1,1.0,International Labour Organisation
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,International Labour Organisation
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,International Labour Organisation; UN Women
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,"United Nations Educational, Scientific and Cultural Organisation"
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,International Labour Organisation
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,International Labour Organisation
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,International Labour Organisation
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,UN Women
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,International Labour Organisation; United Nations Development Programme
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,"UN Women; United Nations Development Programme; United Nations Educational, Scientific and Cultural Organisation; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Population Fund; World Health Organization"
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,International Labour Organisation
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,"International Labour Organisation; United Nations Development Programme; United Nations Educational, Scientific and Cultural Organisation"
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,"International Labour Organisation; United Nations Development Programme; United Nations Educational, Scientific and Cultural Organisation"
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,International Labour Organisation
Maldives,MDV,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MDV_work_1,1.0,United Nations Population Fund
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,International Organization for Migration
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,"Food and Agriculture Organization of the United Nations; International Fund for Agricultural Development; International Labour Organisation; UN Women; United Nations Children's Fund; United Nations Development Programme; United Nations Educational, Scientific and Cultural Organisation; United Nations High Commissioner for Refugees; United Nations Human Settlement Programme; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Population Fund; United Nations Resident Coordinator Office; United Nations University; United Nations Volunteers; United Nations World Food Programme; World Health Organization"
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,United Nations Children's Fund
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,United Nations Children's Fund
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,United Nations Children's Fund
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,International Organization for Migration
Maldives,MDV,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,MDV_work_1,1.0,International Organization for Migration
China,CHN,Asia Pacific,work,United Nations Sustainable Development Cooperation Framework,CHN_work_1,1.0,United Nations Population Fund
