Country,Country_ISO3,Region,Theme,Plan name,SP_Label,Strategic priority code,SDG Goals
Armenia,ARM,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,ARM_food_1,1.0,2 Zero Hunger; 4 Quality Education
Turkey,TUR,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,TUR_food_2,2.0,2 Zero Hunger; 12 Responsible Consumption and Production
Tajikistan,TJK,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,TJK_food_1,1.0,2 Zero Hunger
"Moldova, Republic of",MDA,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,MDA_food_3,3.0,2 Zero Hunger
Uzbekistan,UZB,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,UZB_food_3,3.0,"1 No Poverty; 2 Zero Hunger; 5 Gender Equality; 8 Decent Jobs and Economic Growth; 9 Industry, Innovation and Infrastructure; 15 Life on Land"
Georgia,GEO,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,GEO_food_1,1.0,12 Responsible Consumption and Production
Uzbekistan,UZB,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,UZB_food_3,3.0,2 Zero Hunger; 6 Clean Water and Sanitation; 13 Climate Action; 15 Life on Land
Uzbekistan,UZB,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,UZB_food_3,3.0,2 Zero Hunger
Uzbekistan,UZB,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,UZB_food_3,3.0,6 Clean Water and Sanitation; 13 Climate Action
Ukraine,UKR,Europe and Central Asia,food,United Nations Development Assistance Framework,UKR_food_3,3.0,2 Zero Hunger
Turkey,TUR,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,TUR_food_2,2.0,2 Zero Hunger
Turkey,TUR,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,TUR_food_1,1.0,1 No Poverty; 2 Zero Hunger
Turkey,TUR,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,TUR_food_2,2.0,1 No Poverty; 2 Zero Hunger
Turkey,TUR,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,TUR_food_1,1.0,1 No Poverty
Turkey,TUR,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,TUR_food_2,2.0,2 Zero Hunger; 12 Responsible Consumption and Production
"Moldova, Republic of",MDA,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,MDA_food_2,2.0,2 Zero Hunger
Turkey,TUR,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,TUR_food_2,2.0,2 Zero Hunger; 12 Responsible Consumption and Production
Kazakhstan,KAZ,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,KAZ_food_3,3.0,1 No Poverty; 2 Zero Hunger; 8 Decent Jobs and Economic Growth
Tajikistan,TJK,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,TJK_food_1,1.0,2 Zero Hunger
Tajikistan,TJK,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,TJK_food_1,1.0,2 Zero Hunger
Armenia,ARM,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,ARM_food_2,2.0,2 Zero Hunger; 11 Sustainable Cities and Communities
"Moldova, Republic of",MDA,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,MDA_food_2,2.0,2 Zero Hunger
Turkey,TUR,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,TUR_food_2,2.0,2 Zero Hunger
Albania,ALB,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,ALB_food_1,1.0,3 Good Health and Well-being
Turkey,TUR,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,TUR_food_2,2.0,2 Zero Hunger; 12 Responsible Consumption and Production
Tajikistan,TJK,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,TJK_food_1,1.0,"9 Industry, Innovation and Infrastructure; 17 Partnerships for the Goals"
Kazakhstan,KAZ,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,KAZ_food_3,3.0,2 Zero Hunger; 8 Decent Jobs and Economic Growth
Kazakhstan,KAZ,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,KAZ_food_3,3.0,8 Decent Jobs and Economic Growth; 15 Life on Land
"Moldova, Republic of",MDA,Europe and Central Asia,food,United Nations Sustainable Development Cooperation Framework,MDA_food_2,2.0,2 Zero Hunger
Ukraine,UKR,Europe and Central Asia,work,United Nations Development Assistance Framework,UKR_work_3,3.0,11 Sustainable Cities and Communities
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_1,1.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_1,1.0,5 Gender Equality
Belarus,BLR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,BLR_work_1,1.0,8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_2,2.0,13 Climate Action
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,16 Peace and Justice - Strong Institutions
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_2,2.0,8 Decent Jobs and Economic Growth
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_2,2.0,1 No Poverty; 4 Quality Education; 8 Decent Jobs and Economic Growth; 16 Peace and Justice - Strong Institutions
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_3,3.0,8 Decent Jobs and Economic Growth
Belarus,BLR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,BLR_work_4,4.0,1 No Poverty; 5 Gender Equality; 8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Belarus,BLR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,BLR_work_4,4.0,5 Gender Equality
Armenia,ARM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ARM_work_4,4.0,1 No Poverty; 5 Gender Equality; 8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Armenia,ARM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ARM_work_4,4.0,5 Gender Equality
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_3,3.0,7 Affordable and Clean Energy
Kazakhstan,KAZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KAZ_work_3,3.0,4 Quality Education
Tajikistan,TJK,Europe and Central Asia,work,United Nations Development Assistance Framework,TJK_work_3,3.0,16 Peace and Justice - Strong Institutions
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_1,1.0,10 Reduced Inequalities
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_1,1.0,4 Quality Education
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_1,1.0,5 Gender Equality; 8 Decent Jobs and Economic Growth
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,4 Quality Education; 5 Gender Equality; 16 Peace and Justice - Strong Institutions
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,16 Peace and Justice - Strong Institutions
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,5 Gender Equality
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_2,2.0,4 Quality Education; 8 Decent Jobs and Economic Growth
Kazakhstan,KAZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KAZ_work_2,2.0,5 Gender Equality
Kazakhstan,KAZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KAZ_work_1,1.0,5 Gender Equality
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_3,3.0,4 Quality Education; 8 Decent Jobs and Economic Growth; 11 Sustainable Cities and Communities
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_2,2.0,17 Partnerships for the Goals
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_1,1.0,16 Peace and Justice - Strong Institutions
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_2,2.0,3 Good Health and Well-being; 8 Decent Jobs and Economic Growth
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_1,1.0,17 Partnerships for the Goals
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_1,1.0,10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_4,4.0,10 Reduced Inequalities
Montenegro,MNE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MNE_work_3,3.0,16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_2,2.0,3 Good Health and Well-being; 6 Clean Water and Sanitation; 17 Partnerships for the Goals
Tajikistan,TJK,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TJK_work_1,1.0,16 Peace and Justice - Strong Institutions
Tajikistan,TJK,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TJK_work_3,3.0,5 Gender Equality; 8 Decent Jobs and Economic Growth
Bosnia and Herzegovina,BIH,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,BIH_work_1,1.0,"9 Industry, Innovation and Infrastructure"
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_1,1.0,1 No Poverty
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KGZ_work_1,1.0,3 Good Health and Well-being
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_1,1.0,17 Partnerships for the Goals
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_1,1.0,16 Peace and Justice - Strong Institutions
Ukraine,UKR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UKR_work_1,1.0,8 Decent Jobs and Economic Growth
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_1,1.0,8 Decent Jobs and Economic Growth
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_1,1.0,-
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_1,1.0,17 Partnerships for the Goals
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_2,2.0,17 Partnerships for the Goals
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_1,1.0,8 Decent Jobs and Economic Growth
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_1,1.0,2 Zero Hunger; 14 Life Below Water
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_1,1.0,8 Decent Jobs and Economic Growth
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_2,2.0,17 Partnerships for the Goals
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KGZ_work_1,1.0,5 Gender Equality; 8 Decent Jobs and Economic Growth
Tajikistan,TJK,Europe and Central Asia,work,United Nations Development Assistance Framework,TJK_work_1,1.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_2,2.0,17 Partnerships for the Goals
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_1,1.0,17 Partnerships for the Goals
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_2,2.0,3 Good Health and Well-being; 5 Gender Equality
Ukraine,UKR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UKR_work_1,1.0,8 Decent Jobs and Economic Growth
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_2,2.0,-
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KGZ_work_1,1.0,1 No Poverty; 8 Decent Jobs and Economic Growth
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_1,1.0,17 Partnerships for the Goals
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_2,2.0,1 No Poverty
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Development Assistance Framework,KGZ_work_1,1.0,-
Bosnia and Herzegovina,BIH,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,BIH_work_1,1.0,15 Life on Land
Azerbaijan,AZE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,AZE_work_1,1.0,2 Zero Hunger
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_1,1.0,1 No Poverty
Kazakhstan,KAZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KAZ_work_1,1.0,1 No Poverty
Georgia,GEO,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,GEO_work_1,1.0,5 Gender Equality
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_1,1.0,1 No Poverty
Serbia,SRB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,SRB_work_1,1.0,7 Affordable and Clean Energy
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_1,1.0,5 Gender Equality
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_1,1.0,17 Partnerships for the Goals
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_2,2.0,17 Partnerships for the Goals
